company_id,final_score,trajectory,persistence,group_id,country,currency,erp,created_at,base_score,base_score_band,behavioral_cohort,group_size_in_sample,group_erp,coverage_pct,months_available,currency_scope,rule_version,data_cutoff,primary_fallback_used,drift_fallback_used
COMP_0321,82.3,deteriorating,unconfirmed,GROUP_0159,,EUR,,2024-10-08 11:08:17,82.3,80-90,80-90|deteriorating,13,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0322,82.9,improving,unconfirmed,GROUP_0108,,EUR,businessCentral,2024-12-09 16:40:28,82.9,80-90,80-90|improving,19,Microsoft Business Central,0.96,23,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0323,,insufficient_data,unconfirmed,GROUP_0122,,USD,netsuite,2026-02-24 15:36:49,,,,8,,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0324,74.1,stable,unconfirmed,GROUP_0138,,EUR,dynamicsAx,2026-04-08 10:29:03,74.1,70-80,70-80|stable,18,,1.0,7,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0325,80.0,stable,unconfirmed,GROUP_0101,,EUR,,2024-11-04 15:02:54,80.0,80-90,80-90|stable,18,,0.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0326,77.3,improving,confirmed,GROUP_0018,,EUR,businessCentral,2025-09-02 07:34:47,70.6,70-80,70-80|improving,12,,0.88,16,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0327,63.3,deteriorating,confirmed,GROUP_0130,NL,EUR,,2025-11-19 15:29:42,73.3,70-80,70-80|deteriorating,9,,0.22,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0328,84.0,stable,unconfirmed,GROUP_0136,,EUR,netsuite,2026-05-26 15:21:44,84.0,80-90,80-90|stable,2,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0329,82.4,improving,unconfirmed,GROUP_0161,,EUR,,2022-03-13 10:02:54,82.4,80-90,80-90|improving,2,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0330,91.2,deteriorating,unconfirmed,GROUP_0088,,EUR,sageX3,2025-02-20 13:30:56,91.2,90-100,90-100|deteriorating,5,Sage X3,0.25,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0331,80.0,improving,unconfirmed,GROUP_0096,,EUR,netsuite,2023-07-03 09:44:32,80.0,80-90,80-90|improving,7,Netsuite,0.0,16,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0332,77.8,improving,unconfirmed,GROUP_0149,,EUR,m3Rosetta,2026-02-16 20:05:42,77.8,70-80,70-80|improving,13,MOVEX,0.89,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0333,73.3,deteriorating,unconfirmed,GROUP_0217,,EUR,businessCentral,2025-04-04 08:08:08,73.3,70-80,70-80|deteriorating,22,,0.0,19,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0334,75.5,stable,unconfirmed,GROUP_0159,,EUR,,2024-09-25 07:05:51,75.5,70-80,70-80|stable,13,,1.0,21,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0335,99.8,improving,unconfirmed,GROUP_0214,,EUR,,2025-11-14 09:08:19,99.8,90-100,90-100|improving,3,Microsoft Navision,0.92,12,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0336,86.5,improving,unconfirmed,GROUP_0211,,GBP,netsuite,2024-12-13 11:05:44,86.5,80-90,80-90|improving,15,Netsuite,0.93,15,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0337,78.3,improving,unconfirmed,GROUP_0022,,EUR,netsuite,2024-07-29 14:28:30,78.3,70-80,70-80|improving,13,Netsuite,0.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0338,60.0,stable,unconfirmed,GROUP_0088,,EUR,sageX3,2025-02-20 13:08:14,60.0,60-70,60-70|stable,5,Sage X3,1.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0339,,insufficient_data,unconfirmed,GROUP_0188,GB,GBP,netsuite,2024-09-17 10:27:30,,,,2,Netsuite,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0340,87.6,improving,unconfirmed,GROUP_0116,,EUR,netsuite,2023-08-17 15:15:23,87.6,80-90,80-90|improving,8,Netsuite,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0341,68.2,improving,unconfirmed,GROUP_0150,España,EUR,sage200,2023-06-19 14:40:53,68.2,60-70,60-70|improving,13,Sage 200,0.5,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0342,92.1,improving,confirmed,GROUP_0079,,EUR,dynamicsAx,2024-11-28 14:06:09,84.9,80-90,80-90|improving,15,Microsoft Dynamics - AX 2009,1.0,15,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0343,86.7,deteriorating,unconfirmed,GROUP_0167,,EUR,sageX3,2025-09-02 07:35:35,86.7,80-90,80-90|deteriorating,1,,1.0,10,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0344,93.3,improving,confirmed,GROUP_0211,,GBP,netsuite,2024-12-13 11:06:02,86.7,80-90,80-90|improving,15,Netsuite,0.15,13,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0345,69.3,deteriorating,unconfirmed,GROUP_0069,,EUR,businessCentral,2026-03-20 12:04:27,69.3,60-70,60-70|deteriorating,3,,0.5,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0346,73.3,deteriorating,unconfirmed,GROUP_0097,,EUR,businessCentral,2025-02-14 09:45:04,73.3,70-80,70-80|deteriorating,7,Microsoft Business Central,0.14,14,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0347,85.9,improving,confirmed,GROUP_0117,,EUR,,2025-10-06 08:19:53,83.1,80-90,80-90|improving,6,,1.0,13,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0348,60.5,improving,unconfirmed,GROUP_0138,,EUR,dynamicsAx,2026-04-08 10:35:23,60.5,60-70,60-70|improving,18,,1.0,7,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0349,99.8,stable,unconfirmed,GROUP_0101,,EUR,,2024-11-04 14:59:00,99.8,90-100,90-100|stable,18,,0.67,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0350,,insufficient_data,unconfirmed,GROUP_0189,,EUR,sageX3,2024-07-24 13:23:53,,,,4,Sage X3,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0351,50.3,deteriorating,confirmed,GROUP_0223,,EUR,,2026-06-22 20:31:37,60.3,60-70,60-70|deteriorating,1,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0352,80.3,improving,unconfirmed,GROUP_0044,,EUR,businessCentral,2026-06-19 12:00:54,80.3,80-90,80-90|improving,13,,0.89,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0353,60.0,deteriorating,unconfirmed,GROUP_0073,,EUR,businessCentral,2025-11-11 14:20:58,60.0,60-70,60-70|deteriorating,3,Microsoft Business Central,0.22,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0354,90.0,improving,unconfirmed,GROUP_0220,,EUR,navision,2024-03-21 16:24:37,90.0,90-100,90-100|improving,6,Microsoft Navision,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0355,71.2,deteriorating,unconfirmed,GROUP_0049,,EUR,,2026-03-09 08:20:54,71.2,70-80,70-80|deteriorating,2,,0.0,7,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0356,52.4,deteriorating,unconfirmed,GROUP_0172,,EUR,,2025-05-22 14:21:03,52.4,50-60,50-60|deteriorating,21,,0.94,18,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0357,85.7,improving,unconfirmed,GROUP_0036,,EUR,businessOne,2023-10-11 07:28:11,85.7,80-90,80-90|improving,1,SAP Business One,0.96,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0358,60.9,deteriorating,unconfirmed,GROUP_0127,,EUR,,2025-09-18 08:36:41,60.9,60-70,60-70|deteriorating,8,,0.79,14,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0359,,insufficient_data,unconfirmed,GROUP_0110,,EUR,netsuite,2022-12-29 10:43:25,,,,1,Netsuite,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0360,74.6,stable,unconfirmed,GROUP_0138,,EUR,dynamicsAx,2026-04-08 10:29:19,74.6,70-80,70-80|stable,18,,1.0,7,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0361,80.0,stable,unconfirmed,GROUP_0116,,DKK,netsuite,2023-08-17 15:15:46,80.0,80-90,80-90|stable,8,Netsuite,0.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0362,73.2,deteriorating,unconfirmed,GROUP_0142,,EUR,,2024-09-10 18:42:51,73.2,70-80,70-80|deteriorating,22,Sage 50,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0363,59.9,deteriorating,unconfirmed,GROUP_0250,,EUR,distritoK,2022-04-22 11:29:15,59.9,50-60,50-60|deteriorating,19,Distrito K,0.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0364,51.2,deteriorating,unconfirmed,GROUP_0195,,EUR,businessCentral,2026-01-09 10:40:10,51.2,50-60,50-60|deteriorating,6,,1.0,12,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0365,88.7,deteriorating,unconfirmed,GROUP_0122,,EUR,netsuite,2026-02-24 15:33:47,88.7,80-90,80-90|deteriorating,8,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0366,62.2,stable,unconfirmed,GROUP_0119,,EUR,sageIntacct,2026-03-02 08:26:34,62.2,60-70,60-70|stable,5,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0367,59.1,deteriorating,unconfirmed,GROUP_0187,,EUR,,2024-02-13 08:33:49,59.1,50-60,50-60|deteriorating,8,,0.88,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0368,71.2,stable,unconfirmed,GROUP_0016,ES,EUR,businessOne,2023-09-12 10:18:51,71.2,70-80,70-80|stable,15,SAP Business One,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0369,77.4,stable,unconfirmed,GROUP_0246,,EUR,businessCentral,2026-04-14 19:20:29,77.4,70-80,70-80|stable,7,,1.0,7,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0370,100.0,insufficient_data,unconfirmed,GROUP_0164,,GBP,netsuite,2026-01-22 11:08:22,100.0,90-100,,2,,0.0,1,EUR_only,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0371,60.0,deteriorating,unconfirmed,GROUP_0122,,EUR,netsuite,2026-02-24 15:35:21,60.0,60-70,60-70|deteriorating,8,,0.0,6,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0372,72.1,improving,unconfirmed,GROUP_0144,,EUR,businessCentral,2026-02-12 09:40:09,72.1,70-80,70-80|improving,3,,1.0,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0373,,insufficient_data,unconfirmed,GROUP_0192,,CHF,,2025-09-29 11:06:01,,,,4,,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0374,86.7,deteriorating,unconfirmed,GROUP_0020,,EUR,,2025-09-22 14:46:45,86.7,80-90,80-90|deteriorating,6,,0.2,10,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0375,75.8,deteriorating,unconfirmed,GROUP_0143,,EUR,businessCentral,2024-02-22 09:46:51,75.8,70-80,70-80|deteriorating,10,Microsoft Business Central,0.07,14,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0376,57.5,stable,unconfirmed,GROUP_0070,ES,EUR,businessCentral,2025-06-30 12:47:56,57.5,50-60,50-60|stable,18,Microsoft Business Central,1.0,14,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0377,69.4,improving,confirmed,GROUP_0009,,EUR,,2025-12-05 08:08:18,64.7,60-70,60-70|improving,9,,0.0,10,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0378,89.6,stable,unconfirmed,GROUP_0234,,EUR,businessOne,2025-10-28 17:01:07,89.6,80-90,80-90|stable,6,,0.89,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0379,66.7,stable,unconfirmed,GROUP_0112,Italia,EUR,businessCentral,2024-06-11 13:49:17,66.7,60-70,60-70|stable,12,Microsoft Business Central,0.15,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0380,55.7,deteriorating,unconfirmed,GROUP_0059,,EUR,businessCentral,2025-03-03 17:42:28,55.7,50-60,50-60|deteriorating,2,Microsoft Business Central,0.11,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0381,80.9,improving,unconfirmed,GROUP_0079,,EUR,dynamicsAx,2024-11-28 14:07:47,80.9,80-90,80-90|improving,15,Microsoft Dynamics - AX 2009,1.0,23,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0382,79.8,improving,unconfirmed,GROUP_0068,,EUR,businessCentral,2025-04-24 11:27:54,79.8,70-80,70-80|improving,4,,0.0,6,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0383,93.9,improving,unconfirmed,GROUP_0078,,EUR,,2022-12-12 12:31:20,93.9,90-100,90-100|improving,5,Microsoft Business Central,0.96,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0384,81.5,improving,confirmed,GROUP_0094,,EUR,netsuite,2024-11-07 09:58:22,71.6,70-80,70-80|improving,13,Netsuite,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0385,69.3,stable,unconfirmed,GROUP_0145,,EUR,,2025-07-14 13:58:39,69.3,60-70,60-70|stable,1,,1.0,16,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0386,81.3,improving,unconfirmed,GROUP_0020,,EUR,,2025-06-23 07:47:17,81.3,80-90,80-90|improving,6,,0.0,10,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0387,70.2,deteriorating,unconfirmed,GROUP_0097,,EUR,businessCentral,2025-02-14 09:38:47,70.2,70-80,70-80|deteriorating,7,Microsoft Business Central,0.9,21,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0388,66.1,improving,confirmed,GROUP_0187,,EUR,,2024-02-13 08:33:30,59.8,50-60,50-60|improving,8,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0389,76.6,deteriorating,unconfirmed,GROUP_0150,,EUR,,2025-06-17 15:03:02,76.6,70-80,70-80|deteriorating,13,Sage 200,1.0,17,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0390,,insufficient_data,unconfirmed,GROUP_0064,,EUR,,2026-05-06 14:45:19,,,,12,,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0391,48.5,deteriorating,confirmed,GROUP_0042,,EUR,,2026-03-12 10:13:02,58.5,50-60,50-60|deteriorating,2,,0.88,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0392,83.6,improving,unconfirmed,GROUP_0222,,EUR,businessCentral,2025-01-16 09:10:16,83.6,80-90,80-90|improving,22,,1.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0393,80.3,stable,unconfirmed,GROUP_0054,,EUR,,2025-10-07 12:35:48,80.3,80-90,80-90|stable,4,,1.0,11,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0394,87.8,improving,unconfirmed,GROUP_0224,,EUR,sage200,2025-09-02 15:50:36,87.8,80-90,80-90|improving,3,,0.73,11,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0395,73.0,deteriorating,unconfirmed,GROUP_0112,Portugal,EUR,businessCentral,2024-06-11 13:55:21,73.0,70-80,70-80|deteriorating,12,Microsoft Business Central,0.96,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0396,60.4,deteriorating,unconfirmed,GROUP_0096,,EUR,netsuite,2023-07-03 10:44:42,60.4,60-70,60-70|deteriorating,7,Netsuite,0.79,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0397,100.0,improving,unconfirmed,GROUP_0155,DE,EUR,etendo,2023-01-13 09:56:20,100.0,90-100,90-100|improving,11,Etendo,0.65,17,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0398,54.7,stable,unconfirmed,GROUP_0018,,EUR,businessCentral,2025-09-02 07:35:40,54.7,50-60,50-60|stable,12,,0.59,17,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0399,72.9,deteriorating,unconfirmed,GROUP_0115,,EUR,,2022-11-14 14:21:16,72.9,70-80,70-80|deteriorating,12,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0400,61.5,deteriorating,unconfirmed,GROUP_0142,,EUR,,2024-09-10 18:43:11,61.5,60-70,60-70|deteriorating,22,Sage 50,0.83,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0401,63.0,stable,unconfirmed,GROUP_0087,,EUR,,2025-11-14 07:48:51,63.0,60-70,60-70|stable,9,,0.0,12,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0402,64.1,improving,confirmed,GROUP_0131,,EUR,,2025-07-22 20:42:00,61.9,60-70,60-70|improving,9,,0.94,16,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0403,80.4,improving,unconfirmed,GROUP_0201,ES,EUR,businessCentral,2025-10-13 09:48:33,80.4,80-90,80-90|improving,1,,0.75,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0404,,insufficient_data,unconfirmed,GROUP_0094,,USD,netsuite,2024-11-07 09:59:37,,,,13,Netsuite,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0405,76.4,stable,unconfirmed,GROUP_0035,ES,EUR,businessCentral,2024-03-06 08:44:43,76.4,70-80,70-80|stable,14,Microsoft Business Central,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0406,83.5,deteriorating,unconfirmed,GROUP_0034,,EUR,netsuite,2026-01-09 12:41:04,83.5,80-90,80-90|deteriorating,1,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0407,41.5,deteriorating,confirmed,GROUP_0067,,EUR,,2025-10-02 15:05:33,51.5,50-60,50-60|deteriorating,6,,1.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0408,,insufficient_data,unconfirmed,GROUP_0076,,EUR,,2026-04-13 13:55:16,,,,2,,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0409,100.0,insufficient_data,unconfirmed,GROUP_0009,,BAM,,2025-12-05 08:10:58,100.0,90-100,,9,,0.0,1,EUR_only,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0410,98.4,improving,confirmed,GROUP_0112,Portugal,EUR,businessCentral,2024-06-11 13:56:39,90.0,90-100,90-100|improving,12,Microsoft Business Central,0.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0411,70.2,improving,unconfirmed,GROUP_0158,,EUR,,2023-05-02 09:25:45,70.2,70-80,70-80|improving,21,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0412,94.4,improving,confirmed,GROUP_0016,ES,EUR,businessOne,2023-09-12 10:18:34,84.4,80-90,80-90|improving,15,SAP Business One,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0413,75.9,deteriorating,unconfirmed,GROUP_0130,IT,EUR,,2025-11-19 15:31:03,75.9,70-80,70-80|deteriorating,9,,1.0,6,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0414,75.8,deteriorating,unconfirmed,GROUP_0217,,EUR,businessCentral,2025-04-04 08:06:32,75.8,70-80,70-80|deteriorating,22,,1.0,19,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0415,67.4,improving,unconfirmed,GROUP_0204,,EUR,netsuite,2026-06-09 07:32:55,67.4,60-70,60-70|improving,1,,1.0,5,EUR_only,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0416,74.7,improving,unconfirmed,GROUP_0040,ES,EUR,ekon,2025-12-19 13:29:52,74.7,70-80,70-80|improving,3,,0.91,11,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0417,80.3,deteriorating,unconfirmed,GROUP_0092,,EUR,,2026-07-02 15:00:00,80.3,80-90,80-90|deteriorating,6,,1.0,20,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0418,68.3,stable,unconfirmed,GROUP_0070,ES,EUR,businessCentral,2023-06-06 14:51:27,68.3,60-70,60-70|stable,18,Microsoft Business Central,0.75,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0419,,insufficient_data,unconfirmed,GROUP_0152,,GBP,,2025-12-04 16:12:12,,,,4,,,0,insufficient,v2.0.0-w3-h9,2026-09-01,True,True
COMP_0420,48.4,deteriorating,confirmed,GROUP_0104,,EUR,,2026-02-27 16:09:31,52.2,50-60,50-60|deteriorating,10,,0.88,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0421,80.0,improving,unconfirmed,GROUP_0230,,EUR,r3,2025-10-31 12:20:12,80.0,80-90,80-90|improving,7,,0.0,10,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0422,65.5,stable,unconfirmed,GROUP_0018,,EUR,businessCentral,2025-09-02 07:34:25,65.5,60-70,60-70|stable,12,,0.92,12,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0423,68.7,deteriorating,unconfirmed,GROUP_0162,,EUR,businessOne,2022-04-06 14:21:41,68.7,60-70,60-70|deteriorating,8,SAP Business One,0.67,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0424,50.6,deteriorating,confirmed,GROUP_0097,,EUR,businessCentral,2025-02-14 09:38:09,60.0,60-70,60-70|deteriorating,7,Microsoft Business Central,0.95,21,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0425,87.3,improving,unconfirmed,GROUP_0097,,EUR,,2025-02-14 10:14:13,87.3,80-90,80-90|improving,7,Microsoft Business Central,0.0,21,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0426,100.0,improving,unconfirmed,GROUP_0003,,EUR,businessOne,2026-03-17 14:38:04,100.0,90-100,90-100|improving,4,,0.0,6,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0427,75.7,deteriorating,unconfirmed,GROUP_0214,,EUR,navision,2023-05-18 11:17:57,75.7,70-80,70-80|deteriorating,3,Microsoft Navision,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0428,100.0,improving,confirmed,GROUP_0213,,EUR,businessCentral,2024-01-12 09:49:20,93.9,90-100,90-100|improving,6,Microsoft Business Central,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0429,87.6,improving,unconfirmed,GROUP_0170,,EUR,,2025-06-10 11:01:37,87.6,80-90,80-90|improving,16,,0.12,17,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0430,100.0,improving,confirmed,GROUP_0182,,EUR,netsuite,2025-12-09 16:37:54,100.0,90-100,90-100|improving,5,,0.86,7,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0431,83.4,improving,unconfirmed,GROUP_0102,,EUR,,2025-01-20 10:46:45,83.4,80-90,80-90|improving,4,Microsoft Business Central,0.95,22,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0432,71.9,deteriorating,unconfirmed,GROUP_0095,,EUR,,2025-11-26 14:19:04,71.9,70-80,70-80|deteriorating,12,,0.62,21,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0433,84.1,improving,unconfirmed,GROUP_0023,,EUR,sage200,2025-03-17 16:10:35,84.1,80-90,80-90|improving,17,,0.95,21,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0434,95.0,deteriorating,unconfirmed,GROUP_0134,,EUR,,2025-02-17 08:10:36,95.0,90-100,90-100|deteriorating,2,,1.0,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0435,70.4,deteriorating,unconfirmed,GROUP_0048,,EUR,businessCentral,2026-03-10 16:46:11,70.4,70-80,70-80|deteriorating,10,,0.88,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0436,78.5,deteriorating,unconfirmed,GROUP_0048,,EUR,businessCentral,2026-03-10 16:45:48,78.5,70-80,70-80|deteriorating,10,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0437,71.8,improving,unconfirmed,GROUP_0199,ES,EUR,,2025-09-10 10:38:29,71.8,70-80,70-80|improving,11,,1.0,14,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0438,86.5,improving,unconfirmed,GROUP_0150,España,EUR,sage200,2023-06-19 14:40:59,86.5,80-90,80-90|improving,13,Sage 200,0.92,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0439,88.9,improving,confirmed,GROUP_0236,,EUR,,2026-03-02 13:55:53,86.7,80-90,80-90|improving,17,,0.71,7,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0440,93.3,improving,unconfirmed,GROUP_0162,,VND,businessOne,2022-04-06 14:24:21,93.3,90-100,90-100|improving,8,SAP Business One,0.0,13,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0441,100.0,improving,confirmed,GROUP_0217,,EUR,businessCentral,2025-04-04 07:55:38,100.0,90-100,90-100|improving,22,,0.95,19,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0442,75.9,improving,unconfirmed,GROUP_0158,,EUR,,2023-05-30 08:46:37,75.9,70-80,70-80|improving,21,,1.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
COMP_0443,69.3,improving,unconfirmed,GROUP_0143,,EUR,,2026-02-09 10:13:34,69.3,60-70,60-70|improving,10,Microsoft Business Central,1.0,9,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0444,75.1,stable,unconfirmed,GROUP_0042,,EUR,,2026-03-12 10:11:27,75.1,70-80,70-80|stable,2,,1.0,8,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0445,100.0,stable,unconfirmed,GROUP_0199,,GBP,,2025-09-10 14:45:12,100.0,90-100,90-100|stable,11,,0.0,7,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0446,76.2,improving,unconfirmed,GROUP_0182,,EUR,,2025-12-09 16:36:04,76.2,70-80,70-80|improving,5,,1.0,11,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0447,79.8,improving,unconfirmed,GROUP_0190,,EUR,businessCentral,2025-09-09 16:16:30,79.8,70-80,70-80|improving,1,,1.0,14,EUR_only,v2.0.0-w3-h9,2026-09-01,False,True
COMP_0448,60.0,stable,unconfirmed,GROUP_0158,,EUR,,2023-05-30 11:02:03,60.0,60-70,60-70|stable,21,,0.0,24,EUR_only,v2.0.0-w3-h9,2026-09-01,False,False
